Point No,Type,Block No,Block Name,Longitude,Latitude,Easting UTM,Northing UTM,UTM Zone,Azimuth (deg),Distance (m),Elevation (m),Verified,Remarks
P1,vertex,1,Block 1,85.0616651,27.4187250,308383.96,3034307.19,45,103.51,20.00,584.00,No,
P2,interpolated,1,Block 1,85.0618622,27.4186830,308403.38,3034302.23,45,103.51,17.20,584.00,No,
P3,vertex,2,Block 2,85.0620316,27.4186469,308420.06,3034297.97,45,92.88,20.00,585.00,No,
P4,interpolated,2,Block 2,85.0622340,27.4186379,308440.06,3034296.66,45,92.88,8.98,593.00,No,
P5,vertex,1,Block 1,85.0623248,27.4186338,308449.03,3034296.07,45,91.92,20.00,593.00,No,
P6,interpolated,2,Block 2,85.0625273,27.4186278,308469.04,3034295.09,45,91.92,20.00,601.00,No,
P7,interpolated,1,Block 1,85.0627299,27.4186217,308489.07,3034294.10,45,91.92,3.43,601.00,No,
P8,vertex,2,Block 2,85.0627646,27.4186207,308492.50,3034293.94,45,87.41,20.00,608.00,No,
P9,interpolated,1,Block 1,85.0629670,27.4186288,308512.52,3034294.52,45,87.41,11.87,608.00,No,
P10,vertex,1,Block 1,85.0630871,27.4186336,308524.41,3034294.87,45,79.17,20.00,615.00,No,
P11,interpolated,1,Block 1,85.0632861,27.4186674,308544.14,3034298.31,45,79.17,7.82,624.00,No,
P12,vertex,,,85.0633640,27.4186806,308551.87,3034299.65,45,145.02,20.00,624.00,No,
P13,interpolated,1,Block 1,85.0634801,27.4185332,308563.09,3034283.14,45,145.02,20.00,621.00,No,
P14,interpolated,,,85.0635963,27.4183859,308574.33,3034266.64,45,145.02,20.00,623.00,No,
P15,interpolated,1,Block 1,85.0637124,27.4182385,308585.55,3034250.13,45,145.02,20.00,619.00,No,
P16,interpolated,1,Block 1,85.0638286,27.4180911,308596.79,3034233.62,45,145.02,20.00,626.00,No,
P17,interpolated,,,85.0639448,27.4179437,308608.02,3034217.11,45,145.02,20.00,626.00,No,
P18,interpolated,1,Block 1,85.0640609,27.4177963,308619.25,3034200.60,45,145.02,5.66,628.00,No,
P19,vertex,1,Block 1,85.0640938,27.4177546,308622.43,3034195.93,45,171.88,20.00,633.00,No,
P20,interpolated,,,85.0641224,27.4175766,308624.95,3034176.16,45,171.88,20.00,633.00,No,
P21,interpolated,1,Block 1,85.0641510,27.4173985,308627.47,3034156.38,45,171.88,20.00,630.00,No,
P22,interpolated,1,Block 1,85.0641796,27.4172205,308629.99,3034136.62,45,171.88,20.00,627.00,No,
P23,interpolated,1,Block 1,85.0642082,27.4170424,308632.51,3034116.84,45,171.88,20.00,627.00,No,
P24,interpolated,1,Block 1,85.0642368,27.4168643,308635.03,3034097.06,45,171.88,20.00,630.00,No,
P25,interpolated,1,Block 1,85.0642654,27.4166863,308637.56,3034077.29,45,171.88,20.00,634.00,No,
P26,interpolated,1,Block 1,85.0642940,27.4165082,308640.08,3034057.52,45,171.88,20.00,634.00,No,
P27,interpolated,1,Block 1,85.0643226,27.4163302,308642.60,3034037.75,45,171.88,20.00,634.00,No,
P28,interpolated,1,Block 1,85.0643512,27.4161521,308645.12,3034017.97,45,171.88,20.00,632.00,No,
P29,interpolated,,,85.0643799,27.4159740,308647.65,3033998.19,45,171.88,20.00,632.00,No,
P30,interpolated,,,85.0644085,27.4157960,308650.17,3033978.42,45,171.88,20.00,633.00,No,
P31,interpolated,,,85.0644371,27.4156179,308652.69,3033958.65,45,171.88,20.00,637.00,No,
P32,interpolated,,,85.0644657,27.4154398,308655.21,3033938.87,45,171.88,6.05,637.00,No,
P33,vertex,1,Block 1,85.0644743,27.4153860,308655.97,3033932.90,45,114.09,20.00,635.00,No,
P34,interpolated,,,85.0646593,27.4153126,308674.14,3033924.48,45,114.09,20.00,634.00,No,
P35,interpolated,1,Block 1,85.0648443,27.4152391,308692.30,3033916.05,45,114.09,20.00,634.00,No,
P36,interpolated,1,Block 1,85.0650292,27.4151657,308710.46,3033907.63,45,114.09,20.00,636.00,No,
P37,interpolated,1,Block 1,85.0652142,27.4150923,308728.62,3033899.21,45,114.09,20.00,638.00,No,
P38,interpolated,,,85.0653992,27.4150189,308746.79,3033890.80,45,114.09,20.00,638.00,No,
P39,interpolated,,,85.0655842,27.4149455,308764.96,3033882.38,45,114.09,20.00,642.00,No,
P40,interpolated,1,Block 1,85.0657691,27.4148720,308783.12,3033873.95,45,114.09,20.00,646.00,No,
P41,interpolated,1,Block 1,85.0659541,27.4147986,308801.28,3033865.53,45,114.09,20.00,646.00,No,
P42,interpolated,,,85.0661391,27.4147252,308819.45,3033857.12,45,114.09,13.69,652.00,No,
P43,vertex,,,85.0662657,27.4146750,308831.88,3033851.36,45,77.34,20.00,655.00,No,
P44,interpolated,,,85.0664634,27.4147144,308851.50,3033855.42,45,77.34,20.00,655.00,No,
P45,interpolated,1,Block 1,85.0666611,27.4147538,308871.11,3033859.48,45,77.34,20.00,656.00,No,
P46,interpolated,1,Block 1,85.0668588,27.4147932,308890.73,3033863.54,45,77.34,20.00,654.00,No,
P47,interpolated,,,85.0670564,27.4148327,308910.34,3033867.62,45,77.34,20.00,651.00,No,
P48,interpolated,,,85.0672541,27.4148721,308929.95,3033871.68,45,77.34,20.00,651.00,No,
P49,interpolated,1,Block 1,85.0674518,27.4149115,308949.57,3033875.74,45,77.34,20.00,654.00,No,
P50,interpolated,1,Block 1,85.0676495,27.4149509,308969.19,3033879.80,45,77.34,14.27,655.00,No,
P51,vertex,,,85.0677906,27.4149791,308983.19,3033882.71,45,66.82,20.00,655.00,No,
P52,interpolated,,,85.0679768,27.4150499,309001.72,3033890.27,45,66.82,20.00,649.00,No,
P53,interpolated,,,85.0681631,27.4151207,309020.26,3033897.83,45,66.82,20.00,637.00,No,
P54,interpolated,,,85.0683494,27.4151915,309038.81,3033905.39,45,66.82,20.00,649.00,No,
P55,interpolated,,,85.0685356,27.4152623,309057.34,3033912.95,45,66.82,20.00,640.00,No,
P56,interpolated,,,85.0687219,27.4153331,309075.88,3033920.50,45,66.82,20.00,636.00,No,
P57,interpolated,,,85.0689081,27.4154039,309094.42,3033928.06,45,66.82,20.00,636.00,No,
P58,interpolated,,,85.0690944,27.4154747,309112.96,3033935.62,45,66.82,20.00,648.00,No,
P59,interpolated,,,85.0692807,27.4155455,309131.50,3033943.18,45,66.82,11.93,647.00,No,
P60,vertex,1,Block 1,85.0693918,27.4155877,309142.56,3033947.69,45,72.37,20.00,647.00,No,
P61,interpolated,,,85.0695849,27.4156422,309161.75,3033953.43,45,72.37,20.00,649.00,No,
P62,interpolated,,,85.0697780,27.4156967,309180.94,3033959.17,45,72.37,20.00,657.00,No,
P63,interpolated,1,Block 1,85.0699711,27.4157511,309200.12,3033964.90,45,72.37,20.00,657.00,No,
P64,interpolated,1,Block 1,85.0701642,27.4158056,309219.31,3033970.65,45,72.37,20.00,658.00,No,
P65,interpolated,,,85.0703573,27.4158601,309238.50,3033976.39,45,72.37,20.00,658.00,No,
P66,interpolated,,,85.0705504,27.4159146,309257.69,3033982.13,45,72.37,20.00,655.00,No,
P67,interpolated,1,Block 1,85.0707435,27.4159690,309276.87,3033987.86,45,72.37,20.00,661.00,No,
P68,interpolated,1,Block 1,85.0709366,27.4160235,309296.06,3033993.60,45,72.37,13.74,656.00,No,
P69,vertex,1,Block 1,85.0710693,27.4160609,309309.25,3033997.55,45,154.84,20.00,656.00,No,
P70,interpolated,1,Block 1,85.0711554,27.4158981,309317.48,3033979.38,45,154.84,20.00,638.00,No,
P71,interpolated,,,85.0712416,27.4157353,309325.72,3033961.20,45,154.84,20.00,638.00,No,
P72,interpolated,1,Block 1,85.0713277,27.4155725,309333.96,3033943.03,45,154.84,20.00,629.00,No,
P73,interpolated,1,Block 1,85.0714138,27.4154097,309342.19,3033924.86,45,154.84,20.00,609.00,No,
P74,interpolated,,,85.0715000,27.4152469,309350.44,3033906.69,45,154.84,20.00,609.00,No,
P75,interpolated,1,Block 1,85.0715861,27.4150841,309358.67,3033888.52,45,154.84,20.00,603.00,No,
P76,interpolated,1,Block 1,85.0716722,27.4149213,309366.90,3033870.35,45,154.84,20.00,591.00,No,
P77,interpolated,,,85.0717584,27.4147585,309375.15,3033852.18,45,154.84,20.00,589.00,No,
P78,interpolated,1,Block 1,85.0718445,27.4145957,309383.38,3033834.01,45,154.84,20.00,585.00,No,
P79,interpolated,,,85.0719307,27.4144329,309391.63,3033815.84,45,154.84,20.00,580.00,No,
P80,interpolated,,,85.0720168,27.4142701,309399.86,3033797.67,45,154.84,20.00,573.00,No,
P81,interpolated,1,Block 1,85.0721029,27.4141073,309408.09,3033779.50,45,154.84,20.00,573.00,No,
P82,interpolated,,,85.0721891,27.4139445,309416.34,3033761.33,45,154.84,20.00,557.00,No,
P83,interpolated,,,85.0722752,27.4137817,309424.57,3033743.16,45,154.84,20.00,544.00,No,
P84,interpolated,1,Block 1,85.0723613,27.4136189,309432.81,3033724.99,45,154.84,20.00,544.00,No,
P85,interpolated,,,85.0724475,27.4134561,309441.05,3033706.82,45,154.84,20.00,527.00,No,
P86,interpolated,1,Block 1,85.0725336,27.4132933,309449.28,3033688.64,45,154.84,20.00,527.00,No,
P87,interpolated,1,Block 1,85.0726197,27.4131305,309457.52,3033670.48,45,154.84,20.00,519.00,No,
P88,interpolated,,,85.0727059,27.4129677,309465.76,3033652.30,45,154.84,20.00,508.00,No,
P89,interpolated,1,Block 1,85.0727920,27.4128049,309474.00,3033634.13,45,154.84,15.77,508.00,No,
P90,vertex,,,85.0728599,27.4126766,309480.49,3033619.81,45,191.11,20.00,504.00,No,
P91,interpolated,,,85.0728209,27.4125001,309476.33,3033600.32,45,191.11,20.00,504.00,No,
P92,interpolated,1,Block 1,85.0727818,27.4123236,309472.16,3033580.82,45,191.11,20.00,501.00,No,
P93,interpolated,,,85.0727428,27.4121471,309468.00,3033561.32,45,191.11,20.00,503.00,No,
P94,interpolated,1,Block 1,85.0727037,27.4119706,309463.84,3033541.83,45,191.11,20.00,503.00,No,
P95,interpolated,,,85.0726647,27.4117941,309459.68,3033522.33,45,191.11,20.00,510.00,No,
P96,interpolated,1,Block 1,85.0726256,27.4116176,309455.51,3033502.83,45,191.11,20.00,503.00,No,
P97,interpolated,1,Block 1,85.0725866,27.4114411,309451.35,3033483.34,45,191.11,20.00,503.00,No,
P98,interpolated,,,85.0725476,27.4112646,309447.19,3033463.84,45,191.11,20.00,500.00,No,
P99,interpolated,1,Block 1,85.0725085,27.4110881,309443.02,3033444.34,45,191.11,15.55,499.00,No,
P100,vertex,,,85.0724782,27.4109509,309439.79,3033429.19,45,224.02,20.00,499.00,No,
P101,interpolated,,,85.0723374,27.4108215,309425.64,3033415.06,45,224.01,20.00,511.00,No,
P102,interpolated,1,Block 1,85.0721966,27.4106922,309411.50,3033400.95,45,224.01,20.00,511.00,No,
P103,interpolated,,,85.0720558,27.4105628,309397.35,3033386.83,45,224.01,20.00,520.00,No,
P104,interpolated,1,Block 1,85.0719150,27.4104335,309383.21,3033372.72,45,224.01,20.00,520.00,No,
P105,interpolated,,,85.0717743,27.4103041,309369.07,3033358.60,45,224.01,20.00,527.00,No,
P106,interpolated,,,85.0716335,27.4101748,309354.92,3033344.49,45,224.01,20.00,521.00,No,
P107,interpolated,1,Block 1,85.0714927,27.4100455,309340.78,3033330.38,45,224.01,11.68,525.00,No,
P108,vertex,,,85.0714105,27.4099699,309332.52,3033322.13,45,196.80,20.00,517.00,No,
P109,interpolated,1,Block 1,85.0713519,27.4097977,309326.43,3033303.14,45,196.80,20.00,526.00,No,
P110,interpolated,,,85.0712934,27.4096255,309320.35,3033284.15,45,196.80,20.00,519.00,No,
P111,interpolated,1,Block 1,85.0712348,27.4094533,309314.26,3033265.16,45,196.80,20.00,518.00,No,
P112,interpolated,,,85.0711763,27.4092812,309308.18,3033246.18,45,196.80,20.00,518.00,No,
P113,interpolated,1,Block 1,85.0711177,27.4091090,309302.09,3033227.19,45,196.80,20.00,518.00,No,
P114,interpolated,,,85.0710592,27.4089368,309296.01,3033208.20,45,196.80,20.00,524.00,No,
P115,interpolated,1,Block 1,85.0710006,27.4087646,309289.92,3033189.20,45,196.80,20.00,524.00,No,
P116,interpolated,,,85.0709421,27.4085924,309283.84,3033170.22,45,196.80,20.00,520.00,No,
P117,interpolated,,,85.0708835,27.4084202,309277.75,3033151.22,45,196.80,20.00,520.00,No,
P118,interpolated,1,Block 1,85.0708249,27.4082480,309271.66,3033132.23,45,196.80,20.00,516.00,No,
P119,interpolated,,,85.0707664,27.4080758,309265.58,3033113.24,45,196.80,20.00,504.00,No,
P120,interpolated,1,Block 1,85.0707078,27.4079037,309259.48,3033094.26,45,196.80,7.60,504.00,No,
P121,vertex,,,85.0706856,27.4078382,309257.18,3033087.04,45,266.55,20.00,495.00,No,
P122,interpolated,,,85.0704833,27.4078274,309237.15,3033086.16,45,266.55,20.00,489.00,No,
P123,interpolated,,,85.0702811,27.4078166,309217.14,3033085.27,45,266.55,20.00,489.00,No,
P124,interpolated,1,Block 1,85.0700789,27.4078058,309197.13,3033084.38,45,266.55,20.00,489.00,No,
P125,interpolated,1,Block 1,85.0698766,27.4077950,309177.10,3033083.50,45,266.55,20.00,486.00,No,
P126,interpolated,1,Block 1,85.0696744,27.4077842,309157.09,3033082.61,45,266.55,20.00,483.00,No,
P127,interpolated,,,85.0694721,27.4077733,309137.07,3033081.71,45,266.55,4.40,483.00,No,
P128,vertex,1,Block 1,85.0694276,27.4077710,309132.66,3033081.52,45,273.03,20.00,481.00,No,
P129,interpolated,1,Block 1,85.0692253,27.4077805,309112.67,3033082.89,45,273.03,20.00,481.00,No,
P130,interpolated,,,85.0690230,27.4077900,309092.68,3033084.25,45,273.03,20.00,483.00,No,
P131,interpolated,,,85.0688206,27.4077995,309072.69,3033085.61,45,273.03,11.59,487.00,No,
P132,vertex,,,85.0687034,27.4078050,309061.11,3033086.40,45,304.53,20.00,487.00,No,
P133,interpolated,1,Block 1,85.0685365,27.4079070,309044.78,3033097.96,45,304.53,20.00,489.00,No,
P134,interpolated,,,85.0683695,27.4080089,309028.44,3033109.51,45,304.53,20.00,481.00,No,
P135,interpolated,1,Block 1,85.0682026,27.4081109,309012.11,3033121.07,45,304.53,13.06,481.00,No,
P136,vertex,1,Block 1,85.0680936,27.4081775,309001.44,3033128.61,45,345.54,20.00,467.00,No,
P137,interpolated,,,85.0680430,27.4083516,308996.74,3033147.98,45,345.54,20.00,467.00,No,
P138,interpolated,,,85.0679924,27.4085258,308992.04,3033167.36,45,345.54,20.00,464.00,No,
P139,interpolated,,,85.0679418,27.4087000,308987.33,3033186.74,45,345.54,20.00,466.00,No,
P140,interpolated,1,Block 1,85.0678913,27.4088742,308982.64,3033206.12,45,345.54,20.00,466.00,No,
P141,interpolated,1,Block 1,85.0678407,27.4090483,308977.94,3033225.49,45,345.54,20.00,454.00,No,
P142,interpolated,,,85.0677901,27.4092225,308973.23,3033244.87,45,345.54,0.47,457.00,No,
P143,vertex,,,85.0677889,27.4092266,308973.12,3033245.32,45,358.04,20.00,457.00,No,
P144,interpolated,1,Block 1,85.0677820,27.4094064,308972.75,3033265.26,45,358.04,20.00,457.00,No,
P145,interpolated,,,85.0677750,27.4095861,308972.36,3033285.18,45,358.04,20.00,460.00,No,
P146,interpolated,,,85.0677681,27.4097659,308971.99,3033305.11,45,358.04,20.00,467.00,No,
P147,interpolated,1,Block 1,85.0677612,27.4099457,308971.62,3033325.04,45,358.04,20.00,467.00,No,
P148,interpolated,,,85.0677542,27.4101254,308971.24,3033344.97,45,358.04,9.18,474.00,No,
P149,vertex,1,Block 1,85.0677511,27.4102079,308971.07,3033354.11,45,227.25,20.00,474.00,No,
P150,interpolated,,,85.0676023,27.4100858,308956.15,3033340.81,45,227.25,20.00,474.00,No,
P151,interpolated,,,85.0674535,27.4099637,308941.22,3033327.51,45,227.25,20.00,473.00,No,
P152,interpolated,,,85.0673047,27.4098416,308926.30,3033314.21,45,227.25,20.00,480.00,No,
P153,interpolated,1,Block 1,85.0671560,27.4097196,308911.38,3033300.92,45,227.25,20.00,471.00,No,
P154,interpolated,1,Block 1,85.0670072,27.4095975,308896.46,3033287.62,45,227.25,20.00,478.00,No,
P155,interpolated,1,Block 1,85.0668584,27.4094754,308881.53,3033274.32,45,227.25,20.00,472.00,No,
P156,interpolated,1,Block 1,85.0667097,27.4093533,308866.62,3033261.02,45,227.25,20.00,479.00,No,
P157,interpolated,1,Block 1,85.0665609,27.4092312,308851.70,3033247.72,45,227.25,20.00,479.00,No,
P158,interpolated,1,Block 1,85.0664121,27.4091091,308836.77,3033234.42,45,227.25,20.00,480.00,No,
P159,interpolated,1,Block 1,85.0662633,27.4089870,308821.85,3033221.12,45,227.25,5.02,480.00,No,
P160,vertex,,,85.0662260,27.4089563,308818.10,3033217.78,45,227.06,20.00,488.00,No,
P161,interpolated,,,85.0660777,27.4088338,308803.23,3033204.43,45,227.06,20.00,482.00,No,
P162,interpolated,1,Block 1,85.0659293,27.4087113,308788.34,3033191.08,45,227.06,20.00,487.00,No,
P163,interpolated,,,85.0657810,27.4085887,308773.47,3033177.73,45,227.06,20.00,474.00,No,
P164,interpolated,,,85.0656327,27.4084662,308758.59,3033164.38,45,227.06,20.00,482.00,No,
P165,interpolated,1,Block 1,85.0654844,27.4083437,308743.72,3033151.04,45,227.06,20.00,466.00,No,
P166,interpolated,,,85.0653360,27.4082211,308728.83,3033137.68,45,227.06,20.00,478.00,No,
P167,interpolated,1,Block 1,85.0651877,27.4080986,308713.95,3033124.34,45,227.06,9.08,472.00,No,
P168,vertex,,,85.0651204,27.4080430,308707.20,3033118.28,45,302.75,20.00,482.00,No,
P169,interpolated,1,Block 1,85.0649500,27.4081403,308690.52,3033129.32,45,302.75,20.00,485.00,No,
P170,interpolated,1,Block 1,85.0647796,27.4082376,308673.84,3033140.37,45,302.75,20.00,489.00,No,
P171,interpolated,1,Block 1,85.0646092,27.4083349,308657.15,3033151.41,45,302.75,20.00,493.00,No,
P172,interpolated,1,Block 1,85.0644388,27.4084322,308640.47,3033162.45,45,302.75,20.00,493.00,No,
P173,interpolated,1,Block 1,85.0642684,27.4085295,308623.79,3033173.50,45,302.75,20.00,486.00,No,
P174,interpolated,1,Block 1,85.0640980,27.4086268,308607.11,3033184.54,45,302.75,20.00,486.00,No,
P175,interpolated,,,85.0639276,27.4087241,308590.42,3033195.58,45,302.75,20.00,477.00,No,
P176,interpolated,,,85.0637572,27.4088214,308573.74,3033206.62,45,302.75,20.00,472.00,No,
P177,interpolated,,,85.0635868,27.4089187,308557.06,3033217.67,45,302.75,20.00,472.00,No,
P178,interpolated,,,85.0634164,27.4090160,308540.38,3033228.71,45,302.75,20.00,465.00,No,
P179,interpolated,,,85.0632460,27.4091133,308523.69,3033239.76,45,302.75,20.00,462.00,No,
P180,interpolated,,,85.0630756,27.4092106,308507.01,3033250.80,45,302.75,10.50,462.00,No,
P181,vertex,,,85.0629861,27.4092617,308498.25,3033256.60,45,1.80,20.00,460.00,No,
P182,interpolated,1,Block 1,85.0629925,27.4094415,308499.19,3033276.51,45,1.80,20.00,460.00,No,
P183,interpolated,1,Block 1,85.0629989,27.4096213,308500.14,3033296.42,45,1.80,20.00,458.00,No,
P184,interpolated,,,85.0630052,27.4098011,308501.07,3033316.34,45,1.80,20.00,462.00,No,
P185,interpolated,,,85.0630116,27.4099809,308502.01,3033336.25,45,1.80,20.00,462.00,No,
P186,interpolated,1,Block 1,85.0630180,27.4101606,308502.95,3033356.15,45,1.80,20.00,461.00,No,
P187,interpolated,1,Block 1,85.0630244,27.4103404,308503.90,3033376.06,45,1.80,0.46,462.00,No,
P188,vertex,,,85.0630245,27.4103446,308503.91,3033376.53,45,11.70,20.00,462.00,No,
P189,interpolated,,,85.0630656,27.4105207,308508.28,3033395.98,45,11.70,20.00,462.00,No,
P190,interpolated,1,Block 1,85.0631067,27.4106968,308512.65,3033415.42,45,11.70,20.00,462.00,No,
P191,interpolated,1,Block 1,85.0631478,27.4108729,308517.02,3033434.87,45,11.70,20.00,462.00,No,
P192,interpolated,1,Block 1,85.0631889,27.4110490,308521.39,3033454.32,45,11.70,20.00,462.00,No,
P193,interpolated,1,Block 1,85.0632300,27.4112252,308525.75,3033473.78,45,11.70,11.43,463.00,No,
P194,vertex,1,Block 1,85.0632535,27.4113258,308528.25,3033484.89,45,307.36,20.00,463.00,No,
P195,interpolated,1,Block 1,85.0630924,27.4114350,308512.51,3033497.24,45,307.36,20.00,465.00,No,
P196,interpolated,,,85.0629314,27.4115441,308496.78,3033509.58,45,307.36,20.00,460.00,No,
P197,interpolated,1,Block 1,85.0627704,27.4116533,308481.05,3033521.92,45,307.36,14.34,461.00,No,
P198,vertex,,,85.0626549,27.4117315,308469.76,3033530.77,45,287.67,20.00,461.00,No,
P199,interpolated,,,85.0624618,27.4117861,308450.76,3033537.12,45,287.67,20.00,459.00,No,
P200,interpolated,1,Block 1,85.0622688,27.4118407,308431.77,3033543.46,45,287.67,20.00,459.00,No,
P201,interpolated,1,Block 1,85.0620757,27.4118953,308412.77,3033549.81,45,287.66,20.00,458.00,No,
P202,interpolated,,,85.0618826,27.4119498,308393.77,3033556.15,45,287.66,6.88,471.00,No,
P203,vertex,,,85.0618162,27.4119686,308387.24,3033558.33,45,261.40,20.00,471.00,No,
P204,interpolated,,,85.0616159,27.4119417,308367.38,3033555.66,45,261.40,20.00,474.00,No,
P205,interpolated,,,85.0614156,27.4119148,308347.53,3033552.99,45,261.40,20.00,474.00,No,
P206,interpolated,,,85.0612152,27.4118879,308327.67,3033550.32,45,261.40,20.00,459.00,No,
P207,interpolated,1,Block 1,85.0610149,27.4118611,308307.81,3033547.66,45,261.40,20.00,459.00,No,
P208,interpolated,1,Block 1,85.0608146,27.4118342,308287.96,3033544.98,45,261.40,20.00,458.00,No,
P209,interpolated,1,Block 1,85.0606142,27.4118073,308268.10,3033542.31,45,261.40,5.60,458.00,No,
P210,vertex,,,85.0605581,27.4117997,308262.54,3033541.56,45,234.80,20.00,458.00,No,
P211,interpolated,1,Block 1,85.0603926,27.4116961,308245.99,3033530.33,45,234.80,20.00,458.00,No,
P212,interpolated,1,Block 1,85.0602270,27.4115924,308229.44,3033519.10,45,234.80,20.00,455.00,No,
P213,interpolated,,,85.0600615,27.4114887,308212.89,3033507.86,45,234.80,20.00,455.00,No,
P214,interpolated,,,85.0598959,27.4113850,308196.34,3033496.63,45,234.80,20.00,456.00,No,
P215,interpolated,,,85.0597303,27.4112813,308179.78,3033485.39,45,234.80,20.00,459.00,No,
P216,interpolated,1,Block 1,85.0595648,27.4111777,308163.24,3033474.17,45,234.80,20.00,459.00,No,
P217,interpolated,1,Block 1,85.0593992,27.4110740,308146.69,3033462.93,45,234.80,16.60,459.00,No,
P218,vertex,,,85.0592618,27.4109879,308132.95,3033453.60,45,226.23,20.00,459.00,No,
P219,interpolated,,,85.0591155,27.4108635,308118.27,3033440.05,45,226.23,20.00,458.00,No,
P220,interpolated,1,Block 1,85.0589692,27.4107391,308103.59,3033426.49,45,226.23,20.00,458.00,No,
P221,interpolated,1,Block 1,85.0588229,27.4106147,308088.90,3033412.93,45,226.23,20.00,458.00,No,
P222,interpolated,1,Block 1,85.0586766,27.4104903,308074.22,3033399.37,45,226.23,20.00,461.00,No,
P223,interpolated,1,Block 1,85.0585303,27.4103659,308059.54,3033385.81,45,226.23,20.00,461.00,No,
P224,interpolated,,,85.0583839,27.4102414,308044.85,3033372.24,45,226.23,5.08,472.00,No,
P225,vertex,,,85.0583468,27.4102098,308041.12,3033368.80,45,198.04,20.00,472.00,No,
P226,interpolated,1,Block 1,85.0582840,27.4100388,308034.62,3033349.95,45,198.04,20.00,472.00,No,
P227,interpolated,,,85.0582213,27.4098678,308028.12,3033331.10,45,198.04,20.00,472.00,No,
P228,interpolated,1,Block 1,85.0581585,27.4096968,308021.62,3033312.25,45,198.04,20.00,468.00,No,
P229,interpolated,1,Block 1,85.0580957,27.4095258,308015.11,3033293.40,45,198.04,20.00,475.00,No,
P230,interpolated,1,Block 1,85.0580330,27.4093548,308008.62,3033274.55,45,198.04,20.00,467.00,No,
P231,interpolated,1,Block 1,85.0579702,27.4091838,308002.11,3033255.70,45,198.04,20.00,460.00,No,
P232,interpolated,,,85.0579075,27.4090127,307995.61,3033236.84,45,198.04,20.00,460.00,No,
P233,interpolated,1,Block 1,85.0578447,27.4088417,307989.11,3033217.99,45,198.04,10.16,463.00,No,
P234,vertex,1,Block 1,85.0578128,27.4087549,307985.80,3033208.42,45,198.44,20.00,463.00,No,
P235,interpolated,1,Block 1,85.0577487,27.4085842,307979.17,3033189.60,45,198.44,20.00,461.00,No,
P236,interpolated,1,Block 1,85.0576846,27.4084136,307972.54,3033170.80,45,198.44,20.00,461.00,No,
P237,interpolated,1,Block 1,85.0576205,27.4082430,307965.90,3033152.00,45,198.44,20.00,458.00,No,
P238,interpolated,1,Block 1,85.0575564,27.4080724,307959.27,3033133.19,45,198.44,20.00,457.00,No,
P239,interpolated,1,Block 1,85.0574923,27.4079017,307952.63,3033114.38,45,198.44,18.99,457.00,No,
P240,vertex,,,85.0574315,27.4077397,307946.34,3033096.52,45,277.92,20.00,452.00,No,
P241,interpolated,,,85.0572308,27.4077645,307926.54,3033099.58,45,277.92,20.00,457.00,No,
P242,interpolated,,,85.0570301,27.4077893,307906.73,3033102.64,45,277.92,20.00,459.00,No,
P243,interpolated,,,85.0568295,27.4078141,307886.94,3033105.69,45,277.92,20.00,459.00,No,
P244,interpolated,1,Block 1,85.0566288,27.4078389,307867.14,3033108.75,45,277.92,20.00,458.00,No,
P245,interpolated,1,Block 1,85.0564281,27.4078637,307847.33,3033111.81,45,277.92,20.00,456.00,No,
P246,interpolated,1,Block 1,85.0562275,27.4078885,307827.54,3033114.87,45,277.92,16.77,463.00,No,
P247,vertex,1,Block 1,85.0560592,27.4079093,307810.93,3033117.43,45,280.90,20.00,463.00,No,
P248,interpolated,1,Block 1,85.0558603,27.4079433,307791.32,3033121.51,45,280.90,20.00,462.00,No,
P249,interpolated,1,Block 1,85.0556613,27.4079773,307771.70,3033125.58,45,280.90,20.00,460.00,No,
P250,interpolated,1,Block 1,85.0554624,27.4080113,307752.09,3033129.66,45,280.90,20.00,460.00,No,
P251,interpolated,,,85.0552634,27.4080453,307732.47,3033133.73,45,280.90,19.63,460.00,No,
P252,vertex,,,85.0550681,27.4080787,307713.22,3033137.73,45,302.75,20.00,459.00,No,
P253,interpolated,,,85.0548977,27.4081760,307696.54,3033148.78,45,302.75,20.00,464.00,No,
P254,interpolated,1,Block 1,85.0547273,27.4082733,307679.85,3033159.82,45,302.75,20.00,464.00,No,
P255,interpolated,1,Block 1,85.0545569,27.4083706,307663.17,3033170.87,45,302.75,2.63,453.00,No,
P256,vertex,1,Block 1,85.0545345,27.4083834,307660.98,3033172.32,45,297.66,20.00,453.00,No,
P257,interpolated,,,85.0543551,27.4084668,307643.38,3033181.84,45,297.66,20.00,460.00,No,
P258,interpolated,,,85.0541756,27.4085503,307625.78,3033191.37,45,297.66,20.00,460.00,No,
P259,interpolated,,,85.0539962,27.4086338,307608.18,3033200.90,45,297.66,20.00,459.00,No,
P260,interpolated,,,85.0538167,27.4087173,307590.58,3033210.43,45,297.66,9.21,457.00,No,
P261,vertex,1,Block 1,85.0537341,27.4087558,307582.48,3033214.82,45,324.47,20.00,457.00,No,
P262,interpolated,1,Block 1,85.0536164,27.4089021,307571.09,3033231.21,45,324.47,20.00,457.00,No,
P263,interpolated,,,85.0534986,27.4090485,307559.69,3033247.62,45,324.47,20.00,453.00,No,
P264,interpolated,1,Block 1,85.0533809,27.4091949,307548.31,3033264.02,45,324.47,20.00,453.00,No,
